Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,,344.451960340282,544.3850055512288,87.14141094946011,89.33461519630832,Yes
Treatment,Medium Value,229.50396933262024,356.54383735344453,72.84013028011252,54.46106227840168,Yes
Treatment,,299.4696749048628,454.1061767806773,68.45287742485371,55.38458587710216,Yes
Control,High Value,,365.40697367316216,94.10737259867948,100.0,No
,Medium Value,160.67612965716057,187.9361439452116,77.11014661784411,73.98857349114773,Yes
Treatment,Low Value,263.7649219171764,412.6874914296019,47.87219562491892,58.74250937815715,Yes
Control,Medium Value,153.7682019534571,177.61404494314144,67.45692227,77.07154153515108,Yes
Control,Medium Value,253.28173583132877,305.4056000922304,62.47664529675159,59.15343145050832,No
,High Value,,343.30562006686125,100.0,100.0,
,Low Value,,351.8471018122796,65.16365651457657,76.0,Yes
Control,High Value,,255.54389583812835,,85.32768799585814,No
,Medium Value,,371.70158035012713,74.63813196803751,,No
Treatment,Low Value,253.5139233908404,399.1342068542856,43.004447258834624,,Yes
Treatment,Low Value,226.9379129280086,345.32843735153176,48.37635248530317,40.33006939094092,
Control,,,223.27283431039905,52.580061620159576,57.36019420691146,No
Control,Low Value,153.75186706533344,176.05443413959674,48.086374716478616,57.82013064848617,Yes
Control,Low Value,172.1435246551172,207.765953552486,58.41993957,,Yes
Treatment,,228.76008194170672,342.3741978269182,56.57466005930473,76.14916490701168,Yes
Control,Medium Value,241.76651504574355,289.59507429573114,59.76380958330185,,No
Treatment,,261.16050115606123,398.8704659382488,66.69281717138146,,Yes
,,,225.1282857271296,70.57056425723161,78.00764215315483,Yes
Control,,139.6308348502052,155.05833050845513,61.811839711121095,76.0,No
Treatment,Low Value,139.42324774630237,214.0853708923113,61.62579750021204,,No
Control,Medium Value,209.29677269154817,244.2755468345424,55.89983310154416,,No
Treatment,,203.84622026439388,316.89695559556594,56.492251009623885,65.96218991,No
Control,High Value,259.826346,307.87442959589254,82.75086254096509,78.12972071393799,No
Control,Low Value,128.32416327882345,161.46228245871256,55.03863406064684,49.50979289977386,No
Treatment,Low Value,139.38325837539404,208.15997673054315,58.54284791578388,61.925283859319045,No
,High Value,197.55829458825855,309.3067902299087,61.96442706,68.63493862,No
Treatment,Medium Value,298.8723691,460.4805418847872,79.82770808885762,89.57713891744821,No
Control,Medium Value,190.27075482324776,229.5854175548824,76.22026411553645,94.09469160142903,Yes
,,,147.0007193160386,61.91408658408217,72.77698438503704,No
Control,High Value,256.3680261400723,317.0780654299372,66.67393166317946,54.79817002001999,Yes
,,,323.67986843856994,70.09233659798414,72.94641302,No
Treatment,Medium Value,,245.46814235157504,,96.24115635745048,Yes
Treatment,Medium Value,190.01996418178248,302.87994287033104,76.20818566832902,88.51350105269692,No
Control,Low Value,168.99004217132642,198.69980738679175,,51.55409450684434,Yes
Control,High Value,223.50434711475825,272.59612545897977,95.47188900153188,100.0,No
,Low Value,,388.9364504058283,39.98961203995865,28.848397539520832,
Control,Medium Value,243.36497459440432,,81.13281168410876,97.91737656466954,Yes
Treatment,High Value,252.7750891624748,398.0349611735581,82.71581207321016,96.64708757861092,Yes
Control,Low Value,,,56.52350753761701,,No
,,192.49071833922312,229.92350297410067,86.62709057921882,92.150420845222,No
Treatment,,177.03653380587707,267.88148928904985,69.91084904677123,79.80214874926733,No
Control,Low Value,204.35607327801324,242.72890972783367,51.12151893368243,65.0417667,No
Control,Medium Value,214.74670993233568,259.5388087558148,59.32846082864951,,No
Treatment,Medium Value,138.13240422565303,221.39039598403065,59.66735857977554,70.84004286463028,No
Treatment,High Value,321.7974109117613,478.1345173221033,74.47653842,87.50275116085346,No
Control,,157.9451124619093,181.8098465234713,71.89524246,90.10384391826248,
Treatment,Low Value,216.36744532713135,344.48967017999786,,76.0,Yes
Control,,268.15469410286056,319.16883297424937,84.29707561785405,82.41698708131773,
,Low Value,,71.47267377770429,54.71183779865983,55.003872271748406,Yes
Control,,,268.9571789606796,78.82702650303773,82.01238404922098,No
Control,High Value,317.6209011989253,361.9773171485341,83.15234523,78.46902020976479,No
,High Value,189.5948177322911,283.60906073638307,100.0,100.0,Yes
Control,High Value,,150.13083650679448,84.85025966679984,91.06115696710332,Yes
Control,High Value,221.81112941513467,252.19096272681335,100.0,,No
Treatment,Low Value,218.13735215818235,337.7425933989386,57.78942663174321,59.40744879079787,No
Treatment,Medium Value,203.0993853939011,,71.16542320063031,71.11520739374902,No
Control,Medium Value,165.1477049984829,192.46237607494092,62.31984719796634,68.42249135769558,Yes
Treatment,High Value,173.83448712099906,277.6294363568705,100.0,99.69799629217448,Yes
Treatment,Medium Value,136.8262583451095,195.4699572023935,70.76467367374357,,Yes
,,112.37461837792932,130.91036136565012,,45.54021269894562,No
Control,Medium Value,199.24445300082735,242.11848533243605,87.54628706789131,93.26302211594717,No
Treatment,Low Value,211.3520316827548,320.6785772006904,38.67679416198496,53.69867397068712,Yes
Treatment,Low Value,197.0389990770689,306.9004521980371,64.03295025200775,,No
Treatment,Medium Value,218.74954858609428,352.57345945319065,90.32462615,100.0,Yes
Control,,228.0810870548376,275.5235054597034,47.10057006523862,44.24515729404961,Yes
Control,Low Value,246.4184658878548,294.67929246630365,49.15365083588662,50.17634804018616,No
Control,Low Value,,240.89073772583933,,,
Control,Low Value,,252.1014995151568,61.426429308230325,44.86080890962961,No
Control,,249.72143497883772,296.0764628111162,82.26982269633189,,No
,,224.76339530223157,260.79499584047016,69.82688648782218,73.93573463592273,
Control,,238.71233074385037,289.49578017578017,96.01734853295828,100.0,Yes
Treatment,Low Value,203.2909845111668,328.9321453178943,42.02794450525804,56.356604900750405,Yes
Treatment,Medium Value,,429.0705699019621,55.80594697764917,48.14699900031842,Yes
Control,,249.7581916412287,292.8526953457236,57.77833704586125,64.40987856380615,No
Control,Medium Value,124.43095895997408,146.3383369874546,67.39484477070829,78.16667683676779,Yes
Control,High Value,246.7184398756988,287.4500312151561,76.41408188,76.77814282333296,
Treatment,Medium Value,212.97317596962915,335.40197761128,72.59927593,60.08240696,Yes
Control,,246.05814209921468,,53.63229287561974,58.89455850698821,Yes
Treatment,,201.0673996678572,313.6715130042207,61.149328083078025,74.80921170465793,No
Treatment,Medium Value,227.29519382626503,366.0138818908988,73.09167558,,Yes
Treatment,High Value,208.6893496851017,324.8516347642908,76.81600229969902,63.128657184971686,No
Treatment,Low Value,229.85198225204545,351.80678810645395,,61.34409357775121,No
Treatment,Medium Value,153.25956859144588,226.68615859807065,70.08956652951957,96.9911011121876,Yes
Control,,220.0220290567113,264.5129549599889,100.0,100.0,No
Control,,161.71763228930428,184.6846519770793,57.28718573336748,,No
Treatment,Low Value,181.85407792025265,286.1004122278572,49.90894301074447,58.343826464284895,Yes
Control,Medium Value,187.00225939976733,218.96936980454157,82.42483281673374,82.42363095,Yes
Treatment,Medium Value,252.7845643790818,374.8008418198476,60.7680609425034,63.42733168979253,No
Treatment,Medium Value,197.60159324528053,313.10508560406106,,74.81260986861811,Yes
Control,Medium Value,285.87674053665296,344.0420247948322,51.00328906012139,73.92144865,No
Control,Low Value,181.8524948883478,220.37423624881137,45.43745116543707,56.31132407163162,No
Control,High Value,172.52718257404896,193.7839222,,85.98412717995238,Yes
Control,High Value,,272.86750531912224,,68.80560730136476,Yes
,Medium Value,238.6118722448253,295.2145270611116,81.54362880770034,79.54995242706545,Yes
Treatment,Low Value,,412.74601434321096,51.45752161929149,,Yes
,Low Value,168.08316014918455,201.5936373574502,52.29226228304381,48.30199325953807,No
Control,Low Value,266.3563448132727,315.1948079962648,48.19327487,52.92236816400721,No
Control,Low Value,,,45.49622863,47.78242299403633,No
Treatment,Low Value,,263.8999214332728,63.02400267584483,55.33278661946372,No
Control,Low Value,226.50693876311516,,53.793263351784766,52.11165592845897,Yes
Treatment,Medium Value,274.71358669658946,423.88235450893535,,54.43048655802376,
Control,High Value,272.2190031,337.24389714247303,,97.42003645078638,No
Control,High Value,156.94714751954655,176.85361993999783,52.38366224672487,69.71796486804455,No
,Medium Value,231.28081484594168,360.1854604327788,,78.48030593489376,No
Control,High Value,361.1049615506125,446.02773841557007,70.00939944259524,99.43355712189737,Yes
Control,,86.16152714572223,101.37907753682012,54.63042789574531,64.02871999046856,Yes
Treatment,Low Value,210.8726964778736,331.1288854935763,62.18024510846874,,Yes
Control,High Value,,,,85.00719325255383,No
Treatment,,148.5847455849134,222.52202255861505,63.32149122760561,49.72493228887019,No
Treatment,Low Value,234.57739460644697,353.3175242,52.88646367311921,55.37295445402208,Yes
Treatment,High Value,,227.4881544847469,79.56761566977065,,Yes
Treatment,Medium Value,193.4659759199587,313.0802175868691,73.22040776,64.07419267775691,No
Treatment,,432.4863090493641,676.5907713,100.0,55.99451739903372,No
,High Value,272.6668925771646,325.52056325894466,100.0,100.0,No
Control,,273.4466362290382,322.5065531337202,86.62378167236584,72.11311143,
,High Value,249.46016115696847,293.1905017110327,100.0,100.0,No
Treatment,Medium Value,207.20358529579497,313.2151819567765,72.81927712,91.35223604449403,Yes
Treatment,,188.2925398173616,284.6699617913528,74.96429803651874,,Yes
Treatment,Low Value,149.73548260534014,,51.59010084049974,,
,Low Value,238.51876316551392,386.5123866343506,,45.981241953228704,Yes
Control,,236.2185357876785,286.4384907357773,95.35016320788333,100.0,No
Control,Low Value,233.1272453252098,274.5762422752143,46.75057679951553,61.61643882987925,
Treatment,Medium Value,169.4010536914238,254.77476360553152,50.25274345448176,53.49918170888921,No
Treatment,Low Value,,233.5264853375031,,59.32805807910049,Yes
Control,,212.9667362835643,265.8576071523429,47.76880200916543,,Yes
,Low Value,87.33671648968699,139.74591780391228,51.05552762919362,69.64604174161876,No
Treatment,High Value,95.22509008571753,148.4281718515588,68.78283233770404,61.358305088417126,Yes
Treatment,,232.27724762774432,367.5203153070947,62.11347842510025,,No
Control,Medium Value,182.85527063402444,221.14034053380695,46.26492468314931,61.895107288066455,No
Control,Medium Value,213.82270157969631,240.64416647239847,75.33713015716671,74.51731463341177,Yes
Treatment,Medium Value,234.78864410108253,354.5840171853956,77.65990517904798,78.28204305220692,Yes
Control,Medium Value,263.263426179164,320.3874818840804,76.01543493655005,69.8355607,No
Treatment,Low Value,166.78654175870673,272.7294133381756,61.7791690805285,54.12394042020002,Yes
Treatment,High Value,214.39394894996084,,75.88668326139607,64.99911794877266,Yes
Control,Medium Value,,206.69439387992676,89.50916195095692,100.0,Yes
Treatment,Medium Value,244.4423891189087,,61.25951027458154,51.71440819478155,Yes
Treatment,High Value,263.3329195576279,398.73257065682486,98.30594057353773,,Yes
Control,,307.3691942668409,368.89667929887065,100.0,100.0,Yes
Treatment,Medium Value,,,73.05971098975796,65.55181688801513,Yes
Treatment,Medium Value,322.6886632522908,500.0463823908425,63.70094166377444,64.59337587531297,Yes
Treatment,High Value,219.01177814170373,343.8460053989926,100.0,100.0,Yes
Control,,207.00982144120863,246.7818987,66.78784710841644,84.22189670158805,No
Treatment,,221.1712349453271,318.9490104533764,62.05721254435221,78.06881658484907,Yes
,Low Value,144.20285493890586,167.3350834161906,59.07876683767964,68.88305798460189,No
Treatment,,215.464672775684,326.4100466,,100.0,No
Treatment,Low Value,265.63388910863455,410.21541567954944,53.50016371038452,43.43291297554929,No
Treatment,Low Value,270.9516968947723,421.8137086495097,55.22129139515785,59.88157057448016,Yes
Treatment,High Value,246.47505742549623,384.4080297049484,92.87814323074674,100.0,Yes
,,242.53815831373865,287.4783990000696,52.76282825974496,71.56116854237469,Yes
Control,Medium Value,225.0628759115669,266.6983057152986,67.31309192,85.61425880758307,No
Treatment,,,286.08959308958134,45.21165315122252,44.019060510847225,
Treatment,High Value,197.55109802406096,313.70889707568034,80.41794849048883,94.47156076830431,No
Treatment,Medium Value,167.94638125356477,259.90143916058696,73.04924858915211,66.74098531708056,Yes
Treatment,Medium Value,,,92.341009030113,99.03955803810024,Yes
Treatment,Medium Value,292.9324458153748,451.08778212845374,59.62123500334013,54.35215418230042,Yes
,,254.85187833506689,382.2314108916919,,61.60305983141093,No
Treatment,Low Value,259.11030235122547,415.2303827553344,70.24902619495936,57.28688686366331,No
Treatment,Low Value,,312.5668637769601,39.20644475300253,42.60093436581264,Yes
Control,Medium Value,174.5745176095442,197.03463272009665,87.99714990098458,97.92708859994902,
Control,High Value,262.27769998234095,310.5598820193362,93.96788100701052,,No
Control,Medium Value,271.7987073376887,323.6591823214266,84.50457024537988,77.53411500985803,No
Treatment,Low Value,216.91079863432128,343.2986634245035,,44.39067941157714,Yes
Treatment,Medium Value,151.51011373566416,231.6774548756916,78.08180909060937,,
,,123.11863903126296,187.0464313317653,72.07329694610453,60.618997958746434,No
Control,,238.70326908283752,279.02515872393747,81.43057746705583,82.26806385379938,Yes
,High Value,214.46429088881789,317.5371357946668,99.72063461,94.14386665202318,Yes
Control,,229.08308317497512,264.03966096900587,62.50703947532004,75.21193169778347,Yes
Treatment,High Value,188.74006714488772,295.38576140316707,100.0,100.0,Yes
Control,High Value,,282.8926732,82.21193281923291,81.31812382732484,No
Control,Medium Value,169.16307738970082,206.18719271008905,,70.37898320435737,Yes
Control,High Value,243.92436202341884,288.54636529711325,76.30823269503901,83.95628360515444,No
Treatment,,203.84622026439388,316.89695559556594,89.73783972939908,100.0,Yes
Control,Low Value,225.9579977112104,263.5826197424095,60.73423371048532,,No
Treatment,Low Value,131.6584174669964,199.03720629298195,60.894972554351774,76.0,Yes
Treatment,High Value,264.30213497917435,,,100.0,No
Treatment,Medium Value,189.08859542210843,290.4898038675595,92.87181518380729,98.2035935044758,Yes
,High Value,317.44540573562693,484.0504060999621,86.89487850832462,100.0,Yes
Treatment,Medium Value,255.42195637045552,386.9524842209416,83.37587451216673,93.30083984707994,Yes
Control,,199.28387239451047,223.6742051449426,49.30901466415676,61.73194428,Yes
,,322.42820858978723,511.90647573692166,56.68281287371198,83.34061088529741,Yes
Treatment,High Value,204.6508383106484,315.4476520319582,85.72841041877422,100.0,Yes
Treatment,High Value,117.4948102,176.16599887823554,35.874758704455324,100.0,Yes
Treatment,High Value,266.06992485004423,404.14762379631645,92.7745892425976,100.0,Yes
Treatment,High Value,357.6470501600984,554.7723859296525,91.79123512233214,97.22742915936055,
Control,High Value,313.8202796,372.4582672607347,97.3511870632054,99.05390858,Yes
,Medium Value,,311.2600409261961,71.24152710776585,,No
Treatment,High Value,188.64652094850737,286.0499323793575,85.90359861117886,100.0,Yes
Control,,,176.31923706690452,,65.44205695,Yes
Control,High Value,271.8532099529416,328.31748592080163,100.0,100.0,Yes
Treatment,Medium Value,,235.0908307860747,82.10037165494772,87.90102593236142,No
Control,High Value,,288.2331037700839,100.0,100.0,No
,High Value,,447.3390907,65.43387285841409,74.14876645,No
Control,Medium Value,142.38817387816565,175.5005120932348,81.40466267912021,91.75621738651655,No
,High Value,272.3955025433997,333.54520230706504,98.67802386028085,100.0,No
Control,Medium Value,262.8250590629808,,91.80124930526,95.0729402555276,Yes
Treatment,High Value,213.99173470899265,329.5302192623079,83.34116965850791,,No
Control,Low Value,182.10924378462676,209.99144377457867,50.65593599291304,49.507109301428656,
,High Value,203.84622026439388,243.7668889196661,93.93294535061736,100.0,No
Treatment,Medium Value,,,46.16467767962264,30.61927774527132,No
,Low Value,119.26478414893027,191.3886357314666,34.54701520058761,37.39785916943715,No
Control,Medium Value,95.59102571095016,115.17358747297844,36.95712622693815,100.0,
Treatment,High Value,210.55816701797363,316.46077919811154,,91.86843901614064,No
Control,Low Value,150.20863880684362,178.1628009830273,42.42706075295486,41.15885500167991,Yes
Control,Medium Value,137.96453352233388,158.13900093257337,73.19589870542792,71.46322234758304,No
Treatment,Low Value,,204.28790894097105,41.57437131648445,42.75274398349926,No
Treatment,Low Value,255.4024009852781,391.43674967008366,59.05256977664087,59.65823438108957,Yes
Treatment,Medium Value,211.26977022293815,327.4298859340724,64.78622336680793,70.98560978873674,Yes
Control,Low Value,,295.85206788213645,,45.4839794184544,Yes
Treatment,Medium Value,194.44629306100543,300.6254738,76.30984083709959,,Yes
,,,197.04377846589745,44.59046332790631,,No
Treatment,Low Value,163.6901688458734,238.3859248956871,67.90809525799273,73.71704073403292,No
Control,,59.542426304219376,78.74588778784177,52.93327588779861,63.57035655329504,No
Treatment,High Value,259.2816333595361,396.8282704517732,88.77728853,100.0,No
Control,High Value,225.4195005006216,266.0012366454856,95.68582112025744,100.0,Yes
Treatment,Medium Value,,327.7706337165959,82.91189090197852,98.8747289921318,No
Control,Low Value,,128.13638428405187,50.50248848294939,47.987335806567145,No
Treatment,Medium Value,224.84072731519527,,,100.0,No
Treatment,,212.8115187547802,335.7132172889453,99.74394224,,No
Control,,240.12025450697251,286.8884559035464,100.0,100.0,No
Treatment,High Value,203.84622026439388,316.89695559556594,84.31907385649282,100.0,No
Control,High Value,211.65516769478333,,100.0,93.46017574725415,Yes
Control,Medium Value,251.39689956127103,,77.59687058507974,96.47935508666816,Yes
,Low Value,237.94199660922865,367.4382037810861,56.85083659759182,,No
,Medium Value,182.15432477241768,214.16119035920235,50.14921189074455,69.62493487757318,Yes
Treatment,Low Value,,210.4868477669012,63.78116213381548,66.00682623530754,Yes
Treatment,High Value,165.21523391855507,256.54745079587394,100.0,97.92683767821056,No
Control,Low Value,,243.65501189632465,59.57903974183769,70.01343210062235,Yes
Treatment,High Value,308.1226947779589,457.4372462834761,81.35354891037575,75.63317890601733,Yes
Control,,126.02200601384996,150.52978176072688,89.09419959710539,89.89902264755074,Yes
Control,Low Value,146.8899054226401,177.5399007942119,,38.39347086387549,No
Treatment,Medium Value,,306.0574553460188,,94.96019991467618,No
Treatment,,129.29547226260567,195.78365163782337,77.20207434491962,77.07442694051068,Yes
Control,Medium Value,207.66548212289277,250.29252014308025,67.85502028488808,,No
Control,High Value,247.8091207468593,297.2550979923282,92.32898882856956,,No
,High Value,251.14991473556287,369.83140855602056,79.43036527382046,92.78558405952737,No
,High Value,220.9183676619442,350.3174154524544,82.78901985,,No
Treatment,,199.80620804919843,306.60992446506896,76.95463932342565,66.46615977158206,No
Treatment,Medium Value,163.94655400453857,253.85493242212164,82.93006888138284,98.23585128039493,Yes
Control,,111.44603780211644,127.66766734071194,42.174826519746766,42.1855697,No
Treatment,,182.32940294800065,286.0355854681852,73.05270100647795,76.0,Yes
Control,Medium Value,,274.9083200978771,60.41570383,66.01376094948056,No
Control,Medium Value,213.2760182431109,242.7670750498977,60.25240826,74.89861451442744,No
Treatment,Medium Value,259.5312762601996,395.59482922990543,85.02109283,,Yes
Control,,228.25341913381325,279.67185562013753,,,Yes
Treatment,,270.6978455378141,425.09367459217975,100.0,100.0,Yes
Control,High Value,,292.9918623,80.22921623550555,87.53157610093224,Yes
Treatment,High Value,338.1914259645897,520.5910046423581,99.45254330041496,,No
Control,,194.16726151460423,,,100.0,Yes
Control,,280.90635145101203,328.2385323105911,77.67115448,72.07177608075163,No
Treatment,High Value,255.623485638094,396.3244872210255,,86.00028513,No
Treatment,Low Value,228.5840996856137,364.9215084812417,48.52642122663577,43.57817969956804,Yes
Control,Low Value,,245.6108214003283,45.60692516,44.74537912297452,Yes
Control,High Value,228.53696986395215,271.20552664029594,85.99043378,,Yes
Treatment,High Value,261.1096586643562,396.7057610459959,90.45274524354552,,No
Control,,273.15318724604083,323.8898749588627,86.38268272068586,99.38062290293448,Yes
Treatment,,,386.0530818632848,67.67169610542176,,No
Control,Low Value,267.77317962722367,329.13920717280894,70.75756976347465,,Yes
Treatment,Low Value,195.2240152,309.5067312638778,67.07597234202926,76.0,Yes
Control,Low Value,138.8020865734557,170.37210247189765,56.41813662232197,61.82606774,No
Treatment,High Value,250.0746906732305,381.8906055409482,90.14886183732148,,No
Treatment,Medium Value,193.93544274216896,291.3805822880246,85.56485138812393,82.89180332941862,Yes
Control,Low Value,178.02345730224786,210.95266004507505,60.360108233185805,,No
Treatment,,178.8683215275692,271.1855305573165,56.96189293981717,69.32895637637613,
Control,Medium Value,165.4448481020702,192.8415058544287,94.26651219,98.44272880415008,Yes
Treatment,High Value,103.27001489965512,159.2564201249269,79.79692424636934,93.89379399292532,No
,,309.16247300724257,483.6504659551357,90.07871811415148,76.47796668316735,
Treatment,Low Value,166.4054721575583,264.74418306790426,,47.88807243102404,No
Control,Low Value,,144.94567464006204,57.696189130543054,57.27817050242536,
Treatment,,228.25209161163275,353.3678978596808,59.88015239131431,68.47702631412493,Yes
Control,Low Value,222.8111286584744,260.180762894344,56.58425134058987,57.41521015807688,Yes
Treatment,Medium Value,197.5179356859751,313.8891474297863,69.79353789737347,79.46766950666006,No
Control,Low Value,133.90934640595043,162.29962125807154,62.37653536706947,59.92329018364888,No
Control,Low Value,124.32193675970694,,,62.592205848213325,Yes
Control,Low Value,301.47037375492897,363.75103942388864,47.871921392791336,55.351350779167376,Yes
Treatment,High Value,,239.69217071347964,98.73948549410396,100.0,Yes
Control,Medium Value,128.19681470384916,,70.66389156941054,57.18500299160537,Yes
,Medium Value,199.77576339613825,305.83535322370574,69.41755203,78.10720759918857,
Control,High Value,278.2810746425749,329.25849009804625,88.39581843335112,81.20529970354784,No
Control,High Value,,389.1012625349602,84.31393563597854,93.63751644748304,No
Control,High Value,220.85677955812469,258.60284713445026,,,
Control,Medium Value,196.7926335345452,243.34381944924576,,73.84911169036124,No
Treatment,Low Value,126.1881686744458,212.47668833662408,59.4861092,,No
Control,High Value,,355.28840522183464,96.55475527155453,,No
Control,High Value,229.7546813043653,269.0450122170308,92.93710383,100.0,Yes
,High Value,,347.0928055337226,,,No
,Low Value,218.49298864766965,259.1980143553178,50.21038252101352,62.43149068780241,Yes
Control,Low Value,210.24271640314257,247.73307453521247,,,No
Control,,,276.61381636000687,96.57058685,93.11480069300906,No
Control,Low Value,259.25009387622475,300.7697847660835,,57.08179455954723,No
Treatment,High Value,,233.31598008487268,100.0,,
Treatment,Low Value,,320.86215731082893,68.16025723022503,69.86905809644344,No
Control,Medium Value,230.43387060681087,279.88277179071235,54.83800593055267,59.73812428165562,No
Treatment,Medium Value,198.71545764657216,322.352165571288,,94.55790767209588,Yes
Treatment,Low Value,223.26340021481408,343.78182990235774,46.10640665422861,50.41545542776569,Yes
Control,,249.28615761077785,292.16093026090755,66.67716245,72.31263625,No
Treatment,Medium Value,266.57442121924163,414.4176758804153,73.53376281545893,71.17261254143031,No
Control,Medium Value,,247.5688509277568,48.788944144182,,Yes
Treatment,High Value,220.77399245749476,335.514964,82.91197283,80.54045217255363,No
Treatment,Low Value,,334.3796840711404,55.24026759080935,56.84290077872242,Yes
Treatment,Low Value,191.4099178739381,303.82092088152723,45.05679089012093,46.22141543606105,Yes
Control,Low Value,122.40136595337106,149.3130092918373,,43.184903460447934,Yes
Treatment,,250.66007825014057,,90.35047810130868,,
Control,High Value,130.27094302468436,153.64908091059118,93.21025646,88.41376227200186,No
Control,Low Value,216.38708146242703,266.6494922163,62.54845326213603,65.08873165511572,No
Treatment,,343.6004305718774,535.5321813713773,89.96700716831276,73.92144865,No
Control,High Value,265.58225622849324,309.12347321890985,100.0,100.0,No
Treatment,High Value,196.0102858058368,302.89666986110745,82.83182041792493,,Yes
Control,,175.7627198567314,202.9461645203791,49.16678875154256,63.53389500425303,
Control,Low Value,206.782748,242.4969122691388,59.24964426255458,73.92144865,
Treatment,Medium Value,215.92071318817435,343.85405766615656,78.81798235,76.20415025255235,
Treatment,Low Value,224.6856826482112,349.1157068663579,55.49260727692254,54.372752834517385,
Treatment,,283.5256692135576,439.1953528075447,79.59142532922924,76.67409340710927,No
Treatment,High Value,305.85442388726494,475.0553427457177,90.79756072060316,100.0,No
Control,,171.44050929127786,,90.85063463080618,71.66075925670334,No
Control,High Value,237.6920611846455,267.57882663437977,,84.11853106991573,
,High Value,265.4863725493514,320.18086422034486,77.79931582,77.11003302011386,Yes
Treatment,Low Value,245.7291534160352,384.5382635787896,48.13621799051137,47.90919984,No
,Low Value,206.54971410603585,,50.51396383384912,51.04101668169958,No
,Medium Value,179.43955922531035,270.39023145383555,78.40643804887128,84.28876843531674,
Control,,244.83238795036507,301.6212652487889,72.73503042458952,79.20336782801193,Yes
Treatment,,301.1845725737619,,,77.23770180457772,
Control,,203.8002638001157,236.5778636001882,66.94213746814401,63.200663452735895,No
,Medium Value,187.998864818494,223.10964467101772,70.24902619495936,,Yes
Treatment,High Value,228.219263125198,357.7818371,85.6161369,100.0,Yes
Control,High Value,203.569262,244.21285288342008,,73.92144865,Yes
Treatment,High Value,278.312589,434.7312210169829,75.53286336226611,100.0,No
,Medium Value,,320.5258328942186,,100.0,Yes
Control,,,363.27236316722303,74.27134426,97.51260175,Yes
Treatment,,260.4932871075844,413.7043181716851,83.14746200627384,64.46201825431991,Yes
Treatment,High Value,290.51727231431795,453.13573854212143,,77.03403406749523,
,High Value,279.82558639773845,,92.21216037052528,90.65759700427354,Yes
Control,Low Value,237.42560451681905,279.6603207368185,59.64232582170772,63.22005883658608,Yes
Control,Medium Value,202.71965374109655,248.66053539124653,67.02081501845053,64.84393846255772,Yes
Control,Medium Value,158.84883542950735,191.52127060219075,78.73359496394845,93.2993270898528,
Control,,174.5283871946952,204.8148200923513,45.37288157068525,,No
Control,High Value,,346.63294894742427,100.0,100.0,No
Treatment,High Value,,197.97440358005184,95.78845654883526,100.0,No
Treatment,High Value,132.68542389295777,217.3984819475723,65.59319652378494,78.04338713175787,No
Treatment,Medium Value,230.54346661465192,359.40074474196376,,,No
Control,Medium Value,267.2535306555785,326.58378349924624,95.63201196,99.08357479428328,No
Control,,,325.0783402213488,91.52384465691796,96.63056919395407,No
Control,Medium Value,162.83750535466436,203.75763312899156,69.53392360494313,68.75332595131954,No
Treatment,Medium Value,224.6860326078842,,39.293863795240206,48.347710498217495,Yes
Treatment,,169.83693688991914,282.11312011364623,46.83797147691898,64.22411156227548,Yes
Control,,,226.13492945397323,58.55633654423551,89.68476002281253,No
Control,High Value,207.7069503744508,237.9623323000671,87.65981616,100.0,Yes
Treatment,Medium Value,222.4040273,344.8873492834535,66.40055737,67.65858774072778,Yes
Treatment,Low Value,255.59002034939903,395.84043084242353,54.98481244597926,51.50966841,Yes
Treatment,High Value,234.21753167936015,364.6784656655133,97.24794003724254,,No
Control,Low Value,240.77133543056377,287.7652214485557,58.27048863974996,56.7230589627078,
Control,High Value,270.5199952034071,325.39662163130475,100.0,98.45804683949989,No
Control,Medium Value,,197.90446659479133,76.82844644308096,,Yes
,Low Value,232.47282031030957,361.2837628306576,62.40882146381352,63.81802815140514,Yes
,High Value,263.70711979872374,403.17996301298905,100.0,,Yes
,Medium Value,210.69028501137612,250.90748962350955,67.65124466233544,,No
,High Value,,299.2645206405019,63.6027466,42.42257621548939,No
Treatment,Low Value,190.08778912130737,289.9079569500234,43.464896790912185,41.14906518435393,No
Control,,144.99709912365958,175.33588200301713,59.3525896072624,69.77540029314649,Yes
Treatment,Low Value,303.0515453571286,472.7152211320387,55.170746934620446,54.62470817191337,No
Treatment,Low Value,246.7962202833241,384.3704732737777,69.11807217968521,,Yes
Control,Medium Value,,283.0524269279339,,63.06424566648828,Yes
Treatment,High Value,223.71334703299547,349.570401405314,100.0,100.0,No
Control,Medium Value,200.85671399082847,237.65799146208187,69.70616205399568,57.94259471862743,Yes
Treatment,Low Value,145.16894772572002,,49.76867013787004,46.1878365099145,Yes
Treatment,High Value,258.9622697,408.2502141064725,100.0,98.44944563974636,Yes
Control,Low Value,215.78115373055937,260.5991225935126,45.77101484663714,56.33593091237464,
Treatment,,206.5053053548781,294.02361938139273,,,Yes
Control,Medium Value,214.28220503478357,,,78.28203223038086,Yes
Control,Medium Value,204.52246985700697,251.84438524738792,63.69818492683554,54.06436694856444,No
Treatment,High Value,215.48999807788857,320.5978902257087,66.11302053840602,85.42229035410709,Yes
Control,High Value,198.60187826112477,225.91034214331577,99.92134060834114,,No
